Prompt,Generation,Coherence,Musical Quality,Pop Style
"You're insecure, don't know what","You're insecure, don't know what I'm doin' 'Til you fall in love with someone else You've been trying to find a way out of this world But now it's too late To let go Of all the things that make your life so special And every time we lose our minds We'll never be alone again So come on and take me home by my side This is"
Remember those walls I built?,"Remember those walls I built? They don't look like they used to be There's nothing wrong with the way you're looking at me Remember when we were kids, it was just a little bit of fun But now all my friends are gone And no one will ever know for sure We'll never see this again"
So what you been doing?,"So what you been doing? Let's go back to the days when we were young And I said, ""I don't wanna be alone"" 'Cause there is no one in my life that can take me for granted We're just a couple hundred miles away from our hometown of New York City When it all comes down You've got your mind set on fire (Fire) Whoa-oh"
I met you in the,"I met you in the back of my mind But I don't know what it's like to be alone In a world where we're so far away from each other You can tell me your name, but no one knows for sure How much time has gone by? (How many years have passed?) We've been living this life with our eyes open wide Shut up and let 'em go Oh"
"Yeah, yeah When I walk","Yeah, yeah When I walk up to the door Don't tell me what you're thinking 'Cause it's been a long time since we first met We were in love with each other for days and weeks But now my heart is running out of gas And no one else can save us from this The only thing that will ever change Our lives are gonna be better than they once had They'll never"
"Baby, I remember a time","Baby, I remember a time when we were young And now it's too late to let go of your love You're the one and only thing that you've ever seen So don't take me for an easy ride 'Cause my heart is beating so fast (Slowly) It feels like nothing at all in this moment We'll never be together again A million miles away from home Oh-oh"
You walked in to the,"You walked in to the front door And I said, ""I don't know what you're doing"" 'Cause it's been a long time since we met You look at me with your eyes wide open But no one has ever seen us before We'll never get back together again (Oh-ooh) This is my last chance To make sure that all of our friends and family are safe"
"NA I let it fall,","NA I let it fall, fellin' in love with you It's been a long time since we met You're the only one who knows how to get me out of my head Don't know if this is all good or bad We could just go and do some things for each other 'Cause nothing will ever bring us back together (Oh-ooh) And maybe that'll be enough"
Scraping pennies and broken dollars,"Scraping pennies and broken dollars 'Cause I don't know what it's like to be a part of your life When you're in love with someone else (Ooh, yeah) You got me on my mind for the first time Ever since we came together We've been so much more than just friends But there is something special about our lives That makes us different from each other And"
"Baby, are you down, down,","Baby, are you down, down, on your knees? I don't know what it's like to be in love with someone else You're the only one who can save me from this mess We've been waiting for a day or two But when we come around and say ""I'm sorry"" 'Cause my heart is beating out of control (Ooh) It feels so much better than"
"Two, three, four Meet me","Two, three, four Meet me in the backseat of a Lamborghini I don't know what it's like to do with your life But you've got my heart set on fire And we're not gonna let this go 'Cause our lives are so much better than they could have Been together for quite some time (Woo-ooh) We can get away from each other and"
Wha-wha-wha-wha-what did you say? (J-J-J-J-J.R.),Wha-wha-wha-wha-what did you say? (J-J-J-J-J.R.)
You like to drink and,"You like to drink and you don't even know what's on your mind You're the only thing that I've ever seen in a million years How could it be so hard for me? 'Cause my heart is full of emotion And every time we look at each other We'll never see one another again, no matter how long Our hearts are filled with memories That tell us more than just who"
Watchin' movies on my phone,"Watchin' movies on my phone 'Cause I don't know what it's like to be alone With all the things that we've been through You and me, both of us We're in love with each other And every time you say ""I'm not here for this"" (Uh-huh) Woke up at 3:30 p.ease Tryna figure out how"
It's not the energy reeling,"It's not the energy reeling from what we've been through And I don't know how to get it out of my head We're living in a world where no one can look at us and say, ""Uh-huh"" 'Cause when you see me with your eyes wide open You'll never feel this way again My heart is beating faster than our hearts could ever have Been waiting for"
Tonight I'm losing my layers,"Tonight I'm losing my layers It's been a while since you came to me And now we're running out of time With your eyes wide open You can't see it from the other side My heart is racing in slow motion Your hands are moving faster than they ever could They say, ""I'll be fine"" (Ah-huh) The world will never let us go again 'Cause"
"Hold up, they don't love","Hold up, they don't love me 'Cause I'm not the type of girl that you're supposed to be So let's take a look at what we've been through The past few weeks have seen us fall apart We'll never get back together When it all comes down To make this last night feel like nothing has ever happened And no one can say for sure It feels so real right now"
"Hey, how did we, how","Hey, how did we, how was it supposed to be? I don't know what's going on in your life But you're the one that keeps me up all night Longing for something more than just a little bit of fun (Oh-oh) 'Cause my heart is beating so fast It seems like every day goes by So many people say they've never felt this way before And"
We'll make a mark We'll,"We'll make a mark We'll put our hands up in the air 'Cause we don't know what it's like to be alone And when you're with me, I can feel your hand on my shoulder You've been waiting for this long (Long) Long time has come and gone So many years have passed But there is one thing that stands out from all of us Is love or hate"
Ah yeah Ah yeah He,"Ah yeah Ah yeah He said, ""I don't know what it's like to be alone 'Cause I've got a lot of things in my head But you're the one that keeps me up all night long'Til we go out and do our thing We can get away from each other (Woo!) Took us by surprise at first sight It was so much better than before"
Yeah EarDrummers Bad bitches is,"Yeah EarDrummers Bad bitches is one of my favorite things to do It's been a long time, but I don't know if it will ever be the same You got me thinking 'bout that you're in love with your ex-boyfriend And he said ""I'm not gonna let this go"" So why are we still living together? How many years have gone by"
Did I say something wrong?,"Did I say something wrong? It's been a long time since you told me, ""I don't know what to do"" You're the only one in my life that has ever felt so right And now it feels like we've lost all of our friends and loved ones (Yeah) We'll never get back together again 'Cause there ain here is nothin' up on your mind"
"Well, I had me a","Well, I had me a couple weeks ago And now it's time to make up for the rest of my life 'Cause when you're in love with somebody else You know that we'll never be like this again So don't hold your breath and say ""I'm not gonna let go"" (Oh-ohhuh) We've been together all our lives But just one thing or two"
INSTRUMENTAL ONLY,"INSTRUMENTAL ONLY MESLAMIC I've been thinking about you for a long time, but now it's all in my head You're the only one who knows what to do with me So why don't we just go out of our minds? (Woo!) 'Cause there is no other thing that can save us from this mess We'll be better off together than"
Don't the water grow the,"Don't the water grow the way we used to do It's been a long time, but now you've got it all figured out 'Cause I'm in love with your eyes wide open You're never gonna let me go (Oh-oh) But my heart is made up of gold and diamonds And no one can stop us from loving each other We'll be better off together than ever before"
Hold on a minute I,"Hold on a minute I don't know what it's like to be alone You're the only one you've ever known Hold me close and whisper your name in my ear We'll never let go, but we can still make this dream come true 'Til our hearts are full of hope And every little thing that matters is enough To keep us from falling into another world Where nothing will last forever"
Hey! Hey! Hey! I don't,"Hey! Hey! Hey! I don't know what it's like to be a part of your life You're the only one who can make me feel right When you say, ""I'm not in love"" (Ooh) 'Cause all my friends are dead and gone So why do we never get along? We just keep on going out for each other And every time they talk about"
"Nah, nah, nah Cake by","Nah, nah, nah Cake by the side of my bed I don't know what it's like to be alone But when you're in love with somebody else You got me on your mind for a while (Oh-ooh) 'Cause no one would ever say that this is nothin' If we were just friends We could go out and party together And make each other"
I'm no superman I can't,"I'm no superman I can't tell you what it's like to be the only one in your life You're never gonna let me go Oh, why are we so far from home? We've been running out of time for a while (Oh-oh) 'Cause this is where my heart belongs To all those people who have lost their minds And every single thing that has ever happened"
Everywhere is freaks and hairies,"Everywhere is freaks and hairies And I don't know what it's like to be alone You're the only thing that makes me feel so alive Every time you say, ""I'm in love"" (Oh-huh) 'Cause we've been together for more than a year now We'll never let go of each other No one knows exactly how long this will last But when"
Can you feel me when,"Can you feel me when I'm on the other side? 'Cause there's a lot of people in my life that don't know what they're talking about They say, ""I wanna be your number one girl"" (Yeah-yeah) When it all comes down to who we are We've been living our whole lives That way for so long It seems like time has come and gone And"
If you got something to,"If you got something to say, tell me what's your favorite song? 'Cause I don't wanna be the one that says ""I'm not a singer"" (Yeah) You know we're in love with each other We've been friends for quite some time But now it seems like all of us are falling apart And this is our last chance To find someone who can take my breath away"
"Better Nothing, baby Nothing feels","Better Nothing, baby Nothing feels like the way I'm used to It's been a long time since you came around And now we're all in this together We can't get out of each other 'Cause no one knows us better than me Every single little thing that matters is worth it You'll never be alone With your eyes open wide Shut up and say ""No more"" (Woo)"
Let's get it started in,"Let's get it started in a little bit of fun I don't want to be the only one 'Cause you've got me on my mind (Yeah, yeah) So we can go out and play with each other We're never gonna end up like that But this is just another chance for us To find someone who will take our time And give them all what they need Oh-ooh"
"Oh, I was drunk, I","Oh, I was drunk, I don't know what it's like to be alone 'Cause you're the only one in my life (Yeah) You got me on your mind for a whole lot of reasons Why are we so stuck up all night staring at each other? We just gotta get outta this together And make sure that nobody else is hurtin' with us So stay away from"
Thought I'd end up with,"Thought I'd end up with you But it's been a long time since we met You're the only one who knows what to say So don't let me down on your side 'Cause my heart is beating out of rhythm And every day comes and goes like this, ""I'm gonna be alright"" (Oh-ooh) It feels so right now We've got our hands tied"
"Down for one night, like","Down for one night, like a dream I don't know what's going on in my mind But you've got me thinking 'bout to figure it out You're the only thing that matters To be honest with yourself If we could just let go of each other We'd never get this far (Oh-ooh) And if there was no love at all It would take us so long"
I poured you a glass,"I poured you a glass of wine I don't know what it's like to be in love with someone else You're the only one who cares about your health and well-being (Yeah, yeah) 'Cause all my friends are calling me crazy And they say that we should stay together We've been working on each other for more than two years now But nothing ever ends up being this way"
I might be anyone A,"I might be anyone A lot of people say that they don't know me, but I'm not the only one It's been a long time since we met But now you're in my head 'Cause when it all comes down (Ooh) We've got to get outta this world and make our own way To find someone who will take us home And just let them do their thing"
"Oh yeah, yeah, yeah Oh","Oh yeah, yeah, yeah Oh I don't know what it's like to be alone (Yeah) 'Cause you're the one who makes me wanna fall in love with somebody else You've got a lot of things that we can do We could go out and spend some time together Just talkin' on our favorite songs And make us feel good about each other But this is too much for"
"I've been hearin' symphonies Before,","I've been hearin' symphonies Before, but I don't know what it's like to be in love with someone else You're the only thing that you can do To make me feel right at home With your hands on my chest And when we fall apart We'll never see each other again 'Cause no one has ever felt this way All of our lives have come and gone So"
"Get low, get-get-get low Get","Get low, get-get-get low Get high Don't know what you're gonna do 'Cause I'm the only one that's on my mind Take a look at your face and tell me how it feels to be Your eyes are wide open You've never seen this kind of thing before How could we have been so far from perfect? The world has turned upside down (Down) And"
"I, I couldn't level up","I, I couldn't level up Just to get you out of my mind 'Cause it's been a long time since we've met You're the only thing that makes me feel so good right now My heart is beating faster than any other human being (Ooh-woah) Your love will never be enough To save us all from this disaster We'll just wait and see what comes next"
Yeah Found cigarettes in your,"Yeah Found cigarettes in your car But I don't know what it's like to be alone 'Cause you're the only one who can make me feel this way Yeah, we've got a lot of things on our mind (Oh-ooh) We just gotta get outta town and stay up all night Longer than my life could ever have Been so far too long for us And now"
Walking in with good intentions,"Walking in with good intentions And I don't know what it's like to be alone With all the things that we've been through So let me take a deep breath and say, ""I'm not here for you"" (Oh-oh) ‘Cause my heart is beating faster than ever We're running out of time To make this last night feel real 'breathtaking' You"
Halos of diamonds dancing over,"Halos of diamonds dancing over my head I don't know what it's like to be alone But when you're with me, the only thing that matters is your love (Ooh-ah) You've been here for a long time No one has ever felt this way How can we get away from each other? 'Cause there are so many things in our lives That make us feel alive"
Happy People I want to,"Happy People I want to be a part of your life You're the only one that's gonna make me happy Happy people, don't you?"
Always running from what feels,"Always running from what feels right to me I've been waiting on you for a long time But now it's all over my head You say, ""I don't know"" (Oh-ohhuh) 'Cause we're in love with each other We'll never get along without one another And the only thing that keeps us together is somebody else Who'd ever let go of your heart?"
I was feeling nostalgic for,"I was feeling nostalgic for a long time, but now I'm tired of the way that things are supposed to be When you're in love with someone else You don't even know what's going on inside your mind And it feels like we've never been this far So let me put my hands up and say “Hey!” (Oh-oh) My heart is beating faster than"
I felt your hand On,"I felt your hand On the other side of my head And I said, ""Won't you tell me what it's like to be alone?"" 'Cause we've been together for a long time We're in love with another thing or two (Oh-ooh) It feels so good at first sight But then something comes crashing down My heart is beating faster than ever before You can feel"
You wake up It's raining,"You wake up It's raining in the morning And I don't know where you're going But when it comes to me You've been here for a long time Never thought that we'd be together 'Cause there was no one else on my mind (Oh, oh-oh) The world is so full of people who look at each other and say ""I'm sorry"" When your eyes are"
"Give me a second I,","Give me a second I, don't know what it's like to be in love with someone else You're the only one you've ever known We'll never have this kind of thing together 'Cause we both feel so different from each other Every night and every day And all my friends say ""I'm not your type"" (Oh-ooh) So why is there no turning back?"
I'm in awe of what,"I'm in awe of what we've been through And I can't wait for the day to come When it's all just a dream Come on and you'll be right beside me Oh, oh-oh (Oh) You're my favorite thing that ever happened So far away from home But this time is so much better than before The world will never see us again 'Cause no one knows how"
We cut the legs off,"We cut the legs off of me And I don't know where we're going, but it's hard to keep my head from falling We've got our hands tied in a tightrope Hold your breath and you'll never see us again 'Cause no one is ever gonna get what they want You need somebody who can give them all The only thing that matters right now (Oh-ooh"
"Every day, you remind me","Every day, you remind me of what I've been through You're the only one who's ever felt this way 'Cause it feels so good to be in love with somebody else So don't hold your breath and say ""I'm sorry"" (Ooh-ah) We'll never get along without a hitchhike or two Just like we were before The sun came down on us And"
There was a time I,"There was a time I remember when you said, ""I don't know how to get it out of my head"" You're not the only one who's looking at me with your eyes wide Shut up and thinkin' 'bout everything that we've been through We'll never see another day like this (Ooh) There is no better place for us than here in New York City"
Blow the smoke away I,"Blow the smoke away I don't know what it's like to be alone But when you're with me, where do we go from here? We've been together for a long time Nowhere else is this place You can take my hand and say ""I'm in love"" (Oh-ooh) 'Cause there are so many different ways of loving each other And no one knows"
I remember when we were,"I remember when we were young You used to call me your name, but now I don't know if it's true 'Cause you're the only one in my life And every single thing that matters is worth a little bit of time Is there something wrong or right? We've been waiting all our lives for so long It feels like nothing has ever felt this way So many years have passed by"
Oh my god... Jump! Welcome,"Oh my god... Jump! Welcome to the world I've been waiting for a long time Don't know what it's like when you're standing in front of me 'Cause your eyes are so wide Shut up and we'll be gone Oh baby, whoa-oh My heart is on fire (Fire!) No one can save us from this disaster We all got our hands tied And now that"
I know that we are,"I know that we are living in a different world But I don't wanna be the one who tells us what to do If you want me, then there's no other option When it all comes down We're not going out of our way (Oh-oh) 'Cause my heart is beating too fast It feels like time has come and gone You've been on your mind for so long And"
Zero dark thirty All the,"Zero dark thirty All the things that you've been waiting for Zero Dark Thirty, I can't help but wonder Why is it so hard to come up with your name? It's just a matter of time Until we get older You'll never see me again There will be no one left in this world Who knows what they're gonna do 'Cause there are too many young people on our planet And"
"I've been to Paris, made","I've been to Paris, made up my mind 'Cause I don't know what it's like To live in a world without you You're the only one who can make me feel alive And there is nothing wrong with being alone No matter how many times we break our hearts and minds We'll never let go of each other Every day or every night There will be no words left on your face"
What do you mean? I'm,"What do you mean? I'm living in a world where we don't know what it's like to be alone With your eyes on the sky And all of my friends are looking at each other and wondering, ""Who is this guy?"" 'Cause no one knows him better than me We've been together for so long (So many years) But nothing ever stops us from getting along So much"
Never was a leader Never,"Never was a leader Never thought that he'd be the man He said, ""I don't know what you're trying to do"" 'Cause I've been on my mind for so long (Oh-ooh) And when it all comes crashing down You'll never let go of me But there's something in your heart That keeps us going back and forth Every time we look at each other"
I'm halfway gone We fought,"I'm halfway gone We fought off each other I don't know what it's like to be alone But when you're with me, where do we go? 'Cause my heart is beating in the same rhythm You've been here for a long time And no one has ever felt this kind of love before The only thing that can keep us apart Is your by-yourself (Your)"
Play that song The one,"Play that song The one you want to play It's a little bit different from the rest of us And I don't know what it feels like To be alone in this room with your eyes open wide Shut me up, shut my mouth and say ""I'm sorry"" 'Cause we've been together for too long We're just friends now You can get along better than ever before'Til"
Climb on board We'll go,"Climb on board We'll go back to the place where we first met You said, ""I don't know what you're looking for"" But I'm not sure if there's a thing that can change my life So let me be your best friend."""
"Rack it, fix it, trash","Rack it, fix it, trash It's been a long time since I met you You're the only one who knows how to get me out of my head Don't look back and say ""I'm sorry"" 'Cause we both know each other better (Yeah) We've got some good things on our minds But this is not enough To keep us from falling in love with someone else"
Moving on the floor now,"Moving on the floor now, I don't know what it's like to be here But you're right there in front of me with your eyes wide open Looking for a sign that says ""I'll never leave this place"" (Ooh) 'Cause no one knows where my heart is at And if we can get away from each other We could just go back and do some good things together"
You don't have my number,"You don't have my number, I just want you to know that You're the only one who's gonna get along with me When it all comes down We'll be together for a long time 'Cause love is so much more than we've ever known Our hearts are beating against each other Every single word has its own set of rules And no matter how many times they break Your heart will never"
So tell me why Why,"So tell me why Why does it feel so good to be here with you? I can't help myself from the start It's been a long time since there was no one else in my life So many things have changed, but none of them will ever change We're still young and we've got our heads wrapped around each other And every little thing they say is ""I'm sorry"" But"
How can you wait in,"How can you wait in the morning? 'Cause I don't know what it's like to be alone With your eyes open wide Shut up and take a breath of fresh air You're not gonna let me go Oh-oh, my heart is beating faster Than ever before How many times have we gone too far To get away from this place We've been here all our lives for so long And"
Even though we both know,"Even though we both know what it's like to be alone And I don't even care if you're with me The only thing that matters is your love (Yeah, yeah) We've been waiting all our lives for a long time To find someone who will hold us in the same way Every day and every night of my life My heart beats faster than any other song You'll never get enough"
Standing in the cold in,"Standing in the cold in front of my head I don't know what it's like to be alone But when you look at me with your eyes You say, ""I'm not a stranger"" (Ooh) 'Cause we've been together for so long And no one else is ever gonna let us go We're just two feet from each other Everybody knows that this love will never last forever"
"Get a little closer, let","Get a little closer, let's get back to where we started I don't really care about the way you're looking at me 'Cause your eyes are so wide open You can see it all over my head (I've never seen anything like that before) And there is no one else in this world That could stop us from getting too close We should just be friends and stay with each other"
We lost ourselves inside a,"We lost ourselves inside a world That's where we're supposed to be And I can't see it in the way that you look at me We've been running out of time for so long, but no one will ever let us go 'Cause nobody knows what this is like So many years have passed and our hearts are still open wide Open up your eyes now You'll never know just how much"
How did we get here?,"How did we get here? 'Cause I don't know what it's like to be alone When you're in the middle of a crowded room with your eyes open wide Shut up and say, ""You've got my heart set on fire"" (Ooh) So let me start by saying that this is all or nothing We can make things work out for each other But no one knows how"
"It's early morning, the sun","It's early morning, the sun has begun to rise And I don't know where you're going 'Cause we've got a lot of things on our mind We'll talk about it all day and night So let me put my hands up in your arms (Woo!) My heart is beating faster Than ever before No one can stop us from loving each other All this love will never be enough"
"Missing you, missing you Missing","Missing you, missing you Missing me I don't know what it's like to be alone With all the things that we've been through We're just a little bit shy of our wildest dreams But nothing can stop us from making this dream come true 'Cause no one in my life has ever felt so right This is not your fault (I'm sorry) My heart beats faster than any other"
"Giving up, giving in Don't","Giving up, giving in Don't let me go 'Cause I know you're not the one to blame It's been a long time since we had it all figured out But now your eyes are on my face And they say ""I'm sorry"" (Oh-ooh) My heart is full of feelings You've never felt like this before The world has turned upside down We'll be here"
Let me tell you a,"Let me tell you a little bit about my life I don't know what it's like to be alone with someone else You're the only one who can take control of your mind This is not something that we could ever do We've been living in this world for more than two hundred years, but now our eyes are on each other And every time they say ""I'm sorry"" 'Cause"
When routine bites hard and,"When routine bites hard and you don't know what it's like to be alone You're the only one in my life And I've been through a lot of things But nothing has ever felt so right So let me start by saying, ""I'm not ready for this"" (Oh-ooh) 'Cause every time we go out on our own We'll never run away from each other"
I feel the night explode,"I feel the night explode in my arms I don't know what it's like to be alone But when you're with me, where do we go from here? My heart is running out of time To find a place that will hold us together We've been living our whole lives for too long And no one has ever felt this way 'Til someone comes around and gives his/ up"
"(I bet, I bet my","(I bet, I bet my heart on it) It's been a while since you first met me And now we're stuck in the backseat of your car You don't have to worry 'bout that one more time We'll be hanging out with each other for days or weeks and months (Woo!) But every day is different from last night‘Cause there are so many"
She got a body like,"She got a body like she used to be And I don't know if that's true or not She said, ""I'm sorry for the way you've been treating me"" (Uh-woah) 'Cause my heart is full of love You're so much more than we could ever have Had it all in one hand We'll never let this go away The world will always hold us"
"Hey, boy, stop pacing 'round","Hey, boy, stop pacing 'round And I don't know how to get you out of my head It's been a long time since we've seen each other You're the only one who knows what it feels like To be alone with me (Ooh) Your love is so much more than your heart has ever known Is there something in this world that will last forever? We'll never"
I must be the kings,"I must be the kings of this world But I don't know what it's like to fall in love with someone else 'Cause you've got my heart set on fire So tell me where we're gonna go Take a deep breath and open your eyes And say, ""Til these days are over"" (Oh-oh) We'll never see each other again The only thing that matters is"
"Whoa-oh, whoa-oh Whoa-oh, whoa-oh (Vengaboys","Whoa-oh, whoa-oh Whoa-oh, whoa-oh (Vengaboys) I don't know what it's like to be in love With your hands tied around my neck You're the only one that keeps me from falling apart 'Cause you've been here for a long time Why do we have so many different ways of dealing with each other? And"
"You, with your words like","You, with your words like the one I've been waiting for a long time Don't know what you're gonna do to me 'Cause it's all in my head right now You say we'll never be together again (Oh-ooh) We can get away from each other But this is not enough To let go of our inhibitions And make sure that nothing will ever break us apart"
Walking outside labyrinthian Over cracks,"Walking outside labyrinthian Over cracks in my mind I don't know what it's like to be alone You're the only one who can make me feel this way Worrying, worryin' 'bout a little bit more Every time you close your eyes We've been looking at each other for so many reasons Why do we all fall apart? This is not our fault The reason why"
In the salsify mains of,"In the salsify mains of gold And I don't know what it's like to live in a world without you You and me are so different from each other But we're still together We've been apart for more than an hour Or two or three Oh, oh-oh (Oh) Where did all this go? There was no turning back The only thing that matters is your love"
I'm thirty-something going on thirteen,"I'm thirty-something going on thirteen o'clock in the morning And I don't know what it's like to be alone 'Cause when you're not with me, where do we go from here? We've been together for a long time But no one has ever seen this kind of thing So why are there so many other people looking at your face and saying ""Oh my god"""
"Hush, now let's go quiet","Hush, now let's go quiet 'Cause I don't know what it means to be in love With all of the things that you've been through It feels like we're on a collision course with each other But this is just another day for us We'll never get back together again You can take my hand and say ""I'm not ready"" (Oh-ooh) And if"
Oooh Cool yourself down I,"Oooh Cool yourself down I don't know what it's like to fall in love with someone else You're the one that makes your heart beat 'Cause you got me on my mind (Yeah, yeah) The only thing we can do is get out of this place We've been together for a long time So why not just go back and start over again? And if there was no"
"Alright, come close Let me","Alright, come close Let me show you what it's like to be with all the things that I've been through So don't let this go down 'Cause we're not going nowhere right now We just got a little bit too much on our hands And no one of us can take my word for an answer Just hold your hand and say ""I'm sorry"" (Oh-oh) Don"
Whoah-oh Whoah-oh Whoah-oh Whoah I'm,"Whoah-oh Whoah-oh Whoah-oh Whoah I'm the only one who's gonna give you all of my love Oh, why don't we make it outta this town? 'Cause there is no other way to go We're just a couple hundred miles away from our home in New York City You can drive me up by your side and say ""Come on"""
Oh it's a long way,"Oh it's a long way from here And I don't really know what to do With all of the things that we've been through So let me take this one step back and say, ""What are you waiting for?"" 'Cause my heart is beating so fast We're going out on our own The only thing left in your life Is love or something else You'll never be alone again But"
Verse 1: Can't cope with,"Verse 1: Can't cope with all the things that I've been through So let's go back to a time when there was no one else But now we're on our way out of this town 'Cause you know what it feels like To be alone in your own home With my friends and family And they say, ""Love is so much more than just love"" (Woo)"
Mi and di mandem We,"Mi and di mandem We don't know what it's like to be alone But we're living in a world without us And if you want me, then I'm the only one You've got my heart set on fire (Fire) 'Cause your love is so much more than just an empty bottle of wine The words that say ""love"" are not enough To make this dream come true"
I fell by the wayside,"I fell by the wayside But I don't know what it's like to be in love with someone else You're always on my mind, but you'll never see me again 'Cause we've been together for a long time (Longtime) The only thing that matters right now is your heart And every single one of us has their own reason Why do they feel so good about each other"
What'll it be now mister,"What'll it be now mister? I don't know what you're looking for What's going on in your mind You've got a lot of things to do, but no one can stop me from thinking 'bout this is the end All my friends and family are gone (I'ma-hmm) They say that we should all stay together We just gotta get outta town"
"Come with me baby, give","Come with me baby, give it a try And I don't know what you're looking for 'Cause there's no one else to fall in With all of the things that we've got on our hands Take my hand and take your breath away We'll never be like this again The world is moving faster Than ever before It feels so right here at home A thousand miles from us Oh-oh"
My head is spinnin' around,"My head is spinnin' around the world But I don't know what it's like to be alone in your arms 'Cause when you're with me, all my friends and family are gone And every time they say ""I'm sorry"" (Oh-oh) My heart hurts a little bit more now than ever before So why do we have so many different ways of doing this?"
"'Cause you're a sky, 'cause","'Cause you're a sky, 'cause I don't know what it's like to fall in love with someone else You got me on the edge of your mind (I'ma-ooh) And my heart is beating faster than we could've ever thought We'll never be this good again No one can stop us from loving each other Every day and every night The only thing that matters"
"Oho, oho, oho, oho, oho","Oho, oho, oho, oho, oho I don't really know what it's like to be a part of the world But when you're in love with someone else (Ooh) You make me feel so good at your own devices And every time we fall apart We'll never get along again 'Cause no one can stop us from loving each other The way that"
You touch me and it's,"You touch me and it's all in my head And I can't help but wonder 'bout what you've been through You're the only thing that matters, oh-oh Why do we feel like this? Is there a reason for us to let go of our lives We'd rather be alone than watchin' on TV Showing just how much time has gone by How many times have"
"I'm good, I'm good, I'm","I'm good, I'm good, I'm in love with you You're the only thing that matters to me So don't let it slip away It's just a matter of time before we fall apart We've been together for more than long Time has come and gone And no one knows us better This is not gonna last forever (We'll never ever be alone again) 'Cause if"
It was great at the,"It was great at the end But I don't know if we'll ever be together 'Cause it's just a matter of time When you're on my mind You've got me thinking, ""I'm not sure what to do"" (Oh-ooh) Woke up and goin' out all night Longing for goodbyes We were having fun with each other All day long"
"Your eyes, so crisp, so","Your eyes, so crisp, so You don't know what you're looking for But I can tell from the look on your face It's been a long time coming to an end And now we've got our hands tied We'll make it outta this world 'Cause no one knows us better than me The only thing that matters is love (Love) Our hearts are made up of people"
More than just a dream,"More than just a dream I've been thinking 'bout you for so long You're the only one who knows what it's like to be with me Don't look back at your face and say, ""I'm never gonna do this again"" My heart is running out of time When we were young And there was something in our hearts That made us believe We could go all night Longer"
I'm not a hopeless romantic,"I'm not a hopeless romantic No, I don't know what it's like to be in love With all the things that we've been through And every time you look at me with my eyes wide Shut up and let go of your mind 'Cause no one will ever notice You'll never see us again (Oh-ooh)"
Do you get the feeling,"Do you get the feeling? No, I don't know what it's like to be in love with someone other than me (I'ma-ooh) 'Cause we've got a lot of things on our mind We could do this all day and night And if there was one thing that would make us feel so good You might as well put your hands up against somebody else So let"
Stepping out at the lights,"Stepping out at the lights Don't know what it's like to be a part of your life 'Cause I'm in love with you, yeah You got me on my mind (Ooh) And now we're back together We've been living this dream for so long The world is moving faster than ever It was never gonna take us away From all our worries and fears Our lives are changing"
I've been tryin' to keep,"I've been tryin' to keep you up all night 'Til the morning comes And I don't know what's on your mind, but it makes me feel like we're living in a world where everything is black and white (Oh-oh) All of my friends have said that they'd rather be alone than fall In love with someone else But no one has ever felt this way"
"Girl, tell me what you're","Girl, tell me what you're thinking 'Cause I don't know how to deal with all of the things that we've been through So let's get outta this mess and leave it in your hands We'll be together for a long time (Oh-ooh)"
You say love is messed,"You say love is messed up, I don't know what it's like to be alone But you're the only one in my life You make me feel a little better than anybody else (Yeah) 'Cause we've been through so many different times We'll never get enough of each other And every time somebody says ""I'm not gonna do this again"" It goes on for days and weeks"
I know that you say,"I know that you say it, but I don't understand It's been a long time since we met You're the one and only thing That matters to me right now Is there something wrong with your way of life? 'Cause my heart is beating faster than our hearts could ever have Been in this place for two or three years (Oh-ooh) We'll never get back together again"
There's a love between us,"There's a love between us And I don't know what to do With all the things that we've been through So if you're gonna let it go, then tell me why You got my heart in your arms We'll never be like this again 'Cause no one else can see The world is full of people who look at each other and say ""I'm sorry"" (Ooh)"
"If you want my future,","If you want my future, then I don't know what it's like to be in love with someone else You're the only one who can get me out of this mess So take a look at your friends and tell them that we'll stay together 'Cause they've been waiting on us for quite some time (Oh-ooh) But now these things are coming up all over our heads"
"Oh, I know why you're","Oh, I know why you're driving me crazy 'Cause it's so easy to fall in love with all of the things that we've been through So don't let this go away We'll be together for a long time (I'ma-dancing on my mind) But no one will stop us from loving each other And every single thing they say is true No matter how many times"
The sun is going down,"The sun is going down I don't know what it's like to be in the dark But when you look at me with your eyes wide open You've got my heart full of gold The only thing that could have been for a long time A thousand years ago When we were young, there was no one who would stand up and say ""I'm sorry"" (Ooh) 'Til"
My baby loves me My,"My baby loves me My heart's in the palm of my hand But I don't know what it feels like to be alone with you Your love is so sweet You're such a beautiful thing that we'll never let go We've been together for more than two hundred years And now, our hearts are racing against each other A million miles away from us The sun will shine down on your face and"
I'm at a party I,"I'm at a party I don't know what it's like to be alone in your arms 'Cause you're the only one on my mind You've got me tryin' out, but this time is too late (Ooh) Can we go back and find some kind of love? We could do better for each other if they'd give us all our heartbeats And make sure"
Ask me what I did,"Ask me what I did to make you feel like a million miles away You say, ""I don't know"" What's the point of making up your mind? 'Cause we're all in this together We've got something for each other And it feels so good right here at home A little time has passed and there are still days left on our hands There is nothing that can be said about"
